iter	Logloss
349	0.6163739417
350	0.6162603381
351	0.6161575959
352	0.6160798659
353	0.6159723825
354	0.6158051687
355	0.6156953295
356	0.6156070172
357	0.6155414608
358	0.6153992317
359	0.6153233855
360	0.6151743901
361	0.6150817204
362	0.6150147071
363	0.6149001107
364	0.6148019365
365	0.6147317313
366	0.6146857346
367	0.6145709345
368	0.6144715288
369	0.6143117074
370	0.6141975755
371	0.6140306719
372	0.6138740312
373	0.6137514928
374	0.6136498408
375	0.6135867117
376	0.6135320719
377	0.6133995183
378	0.6133352931
379	0.6132169871
380	0.6131244978
381	0.6130218297
382	0.6128868518
383	0.6127856714
384	0.6125973218
385	0.6124927509
386	0.6124222566
387	0.6123004907
388	0.6121191259
389	0.6120471436
390	0.6119440694
391	0.6119240585
392	0.6118164307
393	0.6117259038
394	0.6115728871
395	0.6115142895
396	0.6114243607
397	0.6112458534
398	0.6111393672
399	0.6110929685
400	0.610977576
401	0.6108847181
402	0.6108259589
403	0.6107521657
404	0.6105859466
405	0.610443985
406	0.6104117263
407	0.6102832571
408	0.610207803
409	0.6100311632
410	0.6099443907
411	0.6098793137
412	0.609815731
413	0.6097428725
414	0.6095476369
415	0.6094874824
416	0.6094172305
417	0.6093112596
418	0.609291367
419	0.60905763
420	0.6089388951
421	0.608828748
422	0.6087007805
423	0.6086104499
424	0.6084626132
425	0.6083083185
426	0.6082336126
427	0.6081522215
428	0.6079755568
429	0.607890939
430	0.6077725539
431	0.6077003702
432	0.6076059265
433	0.6074452774
434	0.6072289819
435	0.607094415
436	0.60700604
437	0.606928769
438	0.6068419177
439	0.6067120587
440	0.6065987646
441	0.6064064134
442	0.6063391632
443	0.6061722881
444	0.6060847625
445	0.6059375089
446	0.6057599825
447	0.6056356419
448	0.6055164062
449	0.6054366937
450	0.6052581363
451	0.605115504
452	0.6050424106
453	0.6048966309
454	0.6047557582
455	0.6046527492
456	0.6045313172
457	0.6044283374
458	0.6042798603
459	0.6041840829
460	0.604050162
461	0.6039449766
462	0.6038881003
463	0.603749011
464	0.6036096553
465	0.6035669835
466	0.6035387202
467	0.6033808022
468	0.6033320786
469	0.6032260028
470	0.6030607733
471	0.6029871181
472	0.6028730596
473	0.6026303648
474	0.6025094371
475	0.6023696041
476	0.602259397
477	0.6021758869
478	0.6020438792
479	0.601877507
480	0.6017864103
481	0.6015935727
482	0.6014842866
483	0.6013299292
484	0.6012220729
485	0.601157156
486	0.6009909883
487	0.6009423286
488	0.600897871
489	0.6007454385
490	0.6006532757
491	0.6006170422
492	0.6005790151
493	0.60043953
494	0.6003129703
495	0.6002622104
496	0.6001454431
497	0.6000254303
498	0.5998681891
499	0.5997685909
500	0.5995839383
501	0.5995075309
502	0.5993418841
503	0.5992806117
504	0.5992146416
505	0.5991261008
506	0.5989296123
507	0.5987702876
508	0.5987214874
509	0.5986584654
510	0.5985376058
511	0.5984507876
512	0.5983015566
513	0.5982637857
514	0.5981353759
515	0.5980388963
516	0.5978993778
517	0.5977469285
518	0.5976769877
519	0.5975222041
520	0.5974113696
521	0.5973303707
522	0.5972579914
523	0.5970609858
524	0.5968774208
525	0.5968117058
526	0.5967502409
527	0.5966805976
528	0.5966179481
529	0.5964742134
530	0.5963128323
531	0.5961927096
532	0.5960979445
533	0.5960358137
534	0.5959766341
535	0.5958894862
536	0.595842785
537	0.5956940085
538	0.5955759058
539	0.5954719882
540	0.5954178346
541	0.595295133
542	0.5952048358
543	0.595189619
544	0.5949928726
545	0.5948825954
546	0.5948230872
547	0.5947685131
548	0.5947097595
549	0.5946184298
550	0.5944875391
551	0.594349829
552	0.5943018426
553	0.5942462266
554	0.5941588401
555	0.5940945313
556	0.5940216554
557	0.5939767578
558	0.5938822947
559	0.5938284536
560	0.5937037577
561	0.5935675744
562	0.5935262887
563	0.5933347795
564	0.5930960789
565	0.5930511666
566	0.5928424242
567	0.5927280496
568	0.5926341042
569	0.5925722851
570	0.5923712743
571	0.592285992
572	0.5921455443
573	0.5920523334
574	0.5920295282
575	0.5919018521
576	0.5917747577
577	0.5916770707
578	0.5916060713
579	0.5915197354
580	0.5913996675
581	0.5913135007
582	0.5912485353
583	0.5911383442
584	0.5909618938
585	0.5908648563
586	0.59070885
587	0.5906735151
588	0.5905655115
589	0.5904569232
590	0.5903721272
591	0.5902983572
592	0.590285394
593	0.590230059
594	0.590129829
595	0.5900051628
596	0.5898786711
597	0.5898074703
598	0.5897706862
599	0.5896955859
600	0.5895710893
601	0.5894191355
602	0.5893514624
603	0.5892575014
604	0.5891817899
605	0.5891068524
606	0.5890354658
607	0.5889499899
608	0.5888428968
609	0.5887892068
610	0.5887556712
611	0.5886941003
612	0.5885633542
613	0.5884494847
614	0.5884040594
615	0.5883215024
616	0.5882747797
617	0.5882084572
618	0.5880281622
619	0.5879268395
620	0.5878362758
621	0.5877156453
622	0.5875605806
623	0.5874816416
624	0.5873647134
625	0.5872301774
626	0.5870318792
627	0.5868894277
628	0.5868285422
629	0.5867703156
630	0.5866562403
631	0.5865651233
632	0.5864264651
633	0.5863698356
634	0.586190006
635	0.5861404513
636	0.5859744035
637	0.5858514729
638	0.5857240888
639	0.5856893355
640	0.5856321289
641	0.5855931546
642	0.5855029097
643	0.5853664089
644	0.5853159935
645	0.5852474
646	0.5851415517
647	0.5850499363
648	0.5848886981
649	0.5848455057
650	0.5847676689
651	0.5846935712
652	0.584625599
653	0.5845706029
654	0.5845351856
655	0.58445642
656	0.584348168
657	0.5841990171
658	0.5839888688
659	0.583900435
660	0.5838287772
661	0.5837672218
662	0.5836303134
663	0.5835077075
664	0.5833697817
665	0.583266901
666	0.5831150316
667	0.5830640349
668	0.5829412705
669	0.5828426466
670	0.5828132505
671	0.5827234916
672	0.5826304639
673	0.5825744141
674	0.5824571517
675	0.5823538462
676	0.5822720899
677	0.5822184832
678	0.5821155928
679	0.5819834178
680	0.5818888583
681	0.5817678833
682	0.5816478746
683	0.5815897701
684	0.5815238265
685	0.5814925866
686	0.5813801747
687	0.5813324091
688	0.5812281682
689	0.5811384689
690	0.58108766
691	0.5810208067
692	0.5809626829
693	0.5807885593
694	0.5807465404
695	0.5805803735
696	0.5804559897
697	0.5803832701
698	0.5802742221
699	0.5801753281
700	0.5800368815
701	0.5798792444
702	0.5797204725
703	0.5796095313
704	0.5794994297
705	0.5794861192
706	0.5794320829
707	0.5793247584
708	0.5792096794
709	0.5790463171
710	0.5789159983
711	0.5787948387
712	0.5786859848
713	0.5786460954
714	0.5785049834
715	0.578353294
716	0.578236296
717	0.5781998631
718	0.5781508108
719	0.5780514347
720	0.5779417089
721	0.5779172163
722	0.5777946206
723	0.5777022907
724	0.5776611788
725	0.5775393906
726	0.5774607638
727	0.5773951744
728	0.5773126864
729	0.5771648473
730	0.5770560617
731	0.5769563884
732	0.5768771151
733	0.5767254135
734	0.5766472757
735	0.5766132566
736	0.5764889477
737	0.5764059823
738	0.5762579577
739	0.5760755721
740	0.5759942185
741	0.5759650326
742	0.5758028731
743	0.5757438596
744	0.5756587063
745	0.5755040098
746	0.575455269
747	0.5753842907
748	0.5753418096
749	0.5752189563
750	0.5751558427
751	0.5750282907
752	0.5748431471
753	0.5747318383
754	0.5745926
755	0.5745068265
756	0.5744624404
757	0.5743380981
758	0.5742395918
759	0.574168883
760	0.5741359
761	0.5740578066
762	0.5739694325
763	0.5738966216
764	0.5738547712
765	0.5738203398
766	0.5737917438
767	0.5736686936
768	0.5735948618
769	0.5735358743
770	0.5734823825
771	0.5734086603
772	0.5733416771
773	0.5732582645
774	0.5731441178
775	0.5730803851
776	0.5729369661
777	0.5727284527
778	0.5726099027
779	0.5725537821
780	0.572462771
781	0.5722997653
782	0.5722291172
783	0.5721472902
784	0.5720115059
785	0.5719022316
786	0.5718555331
787	0.5717804862
788	0.5717497992
789	0.5716984468
790	0.57159011
791	0.5714127577
792	0.5713412344
793	0.5711966203
794	0.5711373408
795	0.5710862418
796	0.5710020572
797	0.5709176283
798	0.570789553
799	0.5707836879
800	0.5706329621
801	0.5705566379
802	0.5704777693
803	0.5704220155
804	0.5703594432
805	0.5703076514
806	0.5702365809
807	0.5701623526
808	0.5700684632
809	0.5698864466
810	0.56981115
811	0.5697482762
812	0.569649557
813	0.569643565
814	0.569436988
815	0.5693252523
816	0.5692541557
817	0.5691124753
818	0.5689931712
819	0.5689304515
820	0.5688297554
821	0.5687116653
822	0.5686497628
823	0.5684958769
824	0.5684507371
825	0.5683854508
826	0.5683118299
827	0.5682372402
828	0.5681781649
829	0.5681207185
830	0.5679897272
831	0.5678999361
832	0.5678020026
833	0.5676903669
834	0.5675922578
835	0.5675589742
836	0.5674619197
837	0.5674157297
838	0.5673309965
839	0.5673055563
840	0.5672327161
841	0.5671197328
842	0.5670874294
843	0.5669291278
844	0.5668655544
845	0.5668199245
846	0.5666627334
847	0.5666096867
848	0.5665847416
849	0.5665090092
850	0.5664217381
851	0.5663608465
852	0.5662553432
853	0.5661681463
854	0.5660582347
855	0.566006704
856	0.5658669944
857	0.5657590221
858	0.5656243469
859	0.5655490272
860	0.5654690811
861	0.5654185061
862	0.5653459642
863	0.5652045442
864	0.5651400731
865	0.5650488981
866	0.5649554813
867	0.5648839883
868	0.5647304352
869	0.5646444458
870	0.5645603491
871	0.5644695125
872	0.5644202934
873	0.5643352542
874	0.5642282403
875	0.5641324528
876	0.5640540874
877	0.563898512
878	0.5638295561
879	0.5638046676
880	0.5636948699
881	0.5636720171
882	0.5635786351
883	0.5635341248
884	0.5633751486
885	0.563259333
886	0.5632035129
887	0.5631485208
888	0.5630484179
889	0.5629855716
890	0.5627932396
891	0.5626384036
892	0.5625939717
893	0.5625201615
894	0.5624423563
895	0.5623132658
896	0.5622568675
897	0.562062045
898	0.5618890757
899	0.5616951815
900	0.5616053385
901	0.5615450442
902	0.5614521894
903	0.5613381559
904	0.5612604176
905	0.5612157211
906	0.5611314986
907	0.5609735998
908	0.5608589856
909	0.560748284
910	0.5606807648
911	0.5605844702
912	0.5605261864
913	0.5604852447
914	0.5604124724
915	0.5603391321
916	0.5602645833
917	0.5601341578
918	0.5598695577
919	0.5597748009
920	0.5596911968
921	0.5595770858
922	0.5594773908
923	0.5593861877
924	0.559345253
925	0.5593126092
926	0.5592532613
927	0.5591849998
928	0.559127557
929	0.5590689276
930	0.5588511059
931	0.5587956126
932	0.5587594658
933	0.5586954209
934	0.558635772
935	0.5585749353
936	0.5584790095
937	0.5583799074
938	0.5582960574
939	0.5582489664
940	0.5581752931
941	0.5580333841
942	0.5578975014
943	0.5578065266
944	0.5577471414
945	0.5576890681
946	0.5576196876
947	0.5575644309
948	0.55748525
949	0.5574125942
950	0.557330122
951	0.5572886919
952	0.5572410201
953	0.5571139373
954	0.5569976612
955	0.5568688987
956	0.5568495708
957	0.5567671502
958	0.5567193357
959	0.5566471465
960	0.5565888165
961	0.556492957
962	0.5564660784
963	0.5563786771
964	0.5562817887
965	0.5562122331
966	0.5560434887
967	0.5559492
968	0.5559165214
969	0.5558633321
970	0.555799053
971	0.5556912453
972	0.5556557705
973	0.5555897895
974	0.5554667834
975	0.555331325
976	0.5552824513
977	0.5552318735
978	0.5551719377
979	0.5551354006
980	0.555086418
981	0.5550053933
982	0.5548963723
983	0.554797201
984	0.5547034878
985	0.5545739276
986	0.5544876435
987	0.5544342107
988	0.5543745724
989	0.5543134044
990	0.5542356296
991	0.5541758389
992	0.5540684285
993	0.55396704
994	0.5539107278
995	0.5538643985
996	0.5537888604
997	0.5536902671
998	0.5535854744
999	0.5535397762
